,name,pypi_id,github_id,conda_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,category,projectrank_placing,github_release_downloads,trending,updated_github_id
10,casadi,casadi,casadi/casadi,conda-forge/casadi,https://github.com/casadi/casadi,http://web.casadi.org/,LGPL-3.0,2012-10-31 13:50:50,2025-09-10 07:51:06.000,,,,419.0,,,767.0,,2001.0,2025-09-10 07:51:06.000,3.7.2,46.0,CasADi is a symbolic framework for numeric optimization implementing automatic differentiation in forward and reverse..,179.0,,62.0,23,https://pypi.org/project/casadi,2025-09-10 07:51:06.000,179.0,505642.0,527438.0,https://anaconda.org/conda-forge/casadi,2025-09-04 12:13:38.520,1460360.0,True,casadi-devs,1,,,
11,bioptim,,pyomeca/bioptim,conda-forge/bioptim,https://github.com/pyomeca/bioptim,https://github.com/pyomeca/bioptim,MIT,2020-03-31 13:46:21,2025-12-18 17:40:35.000,2025-12-18 16:59:58,8217.0,97.0,55.0,3.0,726.0,61.0,248.0,111.0,2025-11-25 13:12:32.000,Release_3.4.0,23.0,"An optimization framework that links CasADi, Ipopt, ACADOS and biorbd for Optimal Control Problem.",,,42.0,23,,,,,2756.0,https://anaconda.org/conda-forge/bioptim,2025-11-25 13:40:00.513,162636.0,True,robotics,2,13.0,,
12,Deltares RTC-Tools,rtc-tools,rtc-tools/rtc-tools,,https://github.com/rtc-tools/rtc-tools,https://github.com/rtc-tools/rtc-tools,LGPL-3.0,2024-09-04 06:39:27,2025-12-16 11:57:05.000,2025-12-02 11:58:35,1454.0,39.0,8.0,3.0,127.0,40.0,1570.0,12.0,2025-11-28 14:01:28.000,2.7.2,86.0,"RTC-Tools is an open-source platform for the operational optimization of portfolios of assets, in particular storage..",33.0,22.0,21.0,23,https://pypi.org/project/rtc-tools,2025-11-28 13:49:52.000,11.0,21616.0,21616.0,,,,False,others,2,,,
13,acados,,acados/acados,,https://github.com/acados/acados,https://docs.acados.org/,,2016-04-05 10:06:48,2025-12-17 12:04:18.000,2025-12-17 12:04:18,8574.0,65.0,295.0,21.0,1362.0,52.0,319.0,1183.0,2025-12-05 16:20:57.000,0.5.3,35.0,Fast and embedded solvers for nonlinear optimal control and nonlinear model predictive control.,,,96.0,22,,,,,1.0,,,,True,mpc,1,94.0,,
14,DAQP,daqp,darnstrom/daqp,conda-forge/daqp,https://github.com/darnstrom/daqp,https://github.com/darnstrom/daqp,MIT,2021-09-06 07:46:36,2025-12-07 18:41:17.000,2025-12-07 18:41:17,258.0,12.0,17.0,4.0,75.0,13.0,16.0,94.0,2025-07-29 13:01:01.000,0.7.2,10.0,A dual active-set algorithm for convex quadratic programming.,131.0,116.0,6.0,22,https://pypi.org/project/daqp,2025-07-29 13:01:01.000,15.0,119293.0,123319.0,https://anaconda.org/conda-forge/daqp,2025-05-13 07:10:18.750,128441.0,True,solver,3,558.0,1.0,
15,mpc-reinforcement-learning,mpcrl,FilippoAiraldi/mpc-reinforcement-learning,,https://github.com/FilippoAiraldi/mpc-reinforcement-learning,https://mpc-reinforcement-learning.readthedocs.io/,MIT,2022-11-28 16:27:04,2025-12-15 17:35:53.000,2025-12-09 01:47:34,1037.0,69.0,61.0,7.0,19.0,,9.0,602.0,2025-10-17 07:19:27.000,1.4.1,64.0,Reinforcement Learning with Model Predictive Control.,16.0,13.0,4.0,21,https://pypi.org/project/mpcrl,2025-10-17 07:16:13.000,3.0,716.0,716.0,,,,True,machine-learning,1,,-1.0,
16,Clarabel,,oxfordcontrol/Clarabel.rs,conda-forge/clarabel,https://github.com/oxfordcontrol/Clarabel.rs,https://clarabel.org/,Apache-2.0,2022-04-17 13:48:34,2025-12-17 09:55:56.799,2025-09-25 13:24:15,629.0,1.0,38.0,12.0,151.0,14.0,49.0,496.0,2025-06-11 16:41:15.000,0.11.1,18.0,Clarabel.rs: Interior-point solver for convex conic optimisation problems in Rust.,50.0,50.0,11.0,21,,,,,11701.0,https://anaconda.org/conda-forge/clarabel,2025-12-17 09:55:56.799,304251.0,True,solver,3,,,
17,adam,adam-robotics,ami-iit/adam,conda-forge/adam-robotics-casadi,https://github.com/gbionics/adam,https://adam-docs.readthedocs.io/en/latest/,BSD-3-Clause,2021-05-25 07:55:26,2025-12-17 12:03:11.000,2025-12-04 15:21:19,824.0,56.0,26.0,11.0,101.0,10.0,37.0,203.0,2025-12-04 15:47:30.000,0.5.0,20.0,"adam implements a collection of algorithms for calculating rigid-body dynamics in Jax, CasADi, PyTorch, and Numpy.",7.0,7.0,11.0,21,https://pypi.org/project/adam-robotics,2025-12-04 15:47:30.000,,793.0,946.0,https://anaconda.org/conda-forge/adam-robotics-casadi,2025-12-10 09:08:53.919,1997.0,True,robotics,2,25.0,-1.0,gbionics/adam
18,Pymoca,pymoca,pymoca/pymoca,,https://github.com/pymoca/pymoca,https://github.com/pymoca/pymoca,BSD-3-Clause,2014-06-09 22:42:19,2025-04-08 16:59:54.000,2025-03-04 18:16:01,1026.0,,26.0,13.0,229.0,58.0,69.0,91.0,2025-01-28 15:44:27.000,0.9.2,60.0,A Modelica to computer algebra system translator written in python.,28.0,22.0,14.0,19,https://pypi.org/project/pymoca,2025-01-28 15:44:22.000,6.0,26052.0,26052.0,,,,True,others,2,91.0,,
19,HILO-MPC,hilo-mpc,hilo-mpc/hilo-mpc,,https://github.com/hilo-mpc/hilo-mpc,https://github.com/hilo-mpc/hilo-mpc,LGPL-3.0,2022-03-30 13:20:17,2025-11-10 13:39:18.000,2025-11-09 15:24:15,349.0,20.0,36.0,5.0,19.0,19.0,16.0,188.0,2025-11-09 15:39:59.000,2.1.0,9.0,"HILO-MPC is a Python toolbox for easy, flexible and fast development of machine-learning-supported optimal control and..",3.0,3.0,9.0,18,https://pypi.org/project/hilo-mpc,2025-11-09 15:20:09.000,,201.0,201.0,,,,True,mpc,2,18.0,,
20,l4casadi,l4casadi,Tim-Salzmann/l4casadi,,https://github.com/Tim-Salzmann/l4casadi,https://github.com/Tim-Salzmann/l4casadi,MIT,2023-06-19 14:55:52,2025-06-05 15:17:30.000,2025-06-05 15:17:30,110.0,,43.0,11.0,7.0,4.0,68.0,536.0,2024-10-13 10:14:04.000,2.0.0,7.0,Use PyTorch Models with CasADi for data-driven optimization or learning-based optimal control. Supports Acados.,11.0,11.0,4.0,17,https://pypi.org/project/l4casadi,2024-10-13 10:14:04.000,,478.0,478.0,,,,True,machine-learning,2,,,
21,casadi-nlp,csnlp,FilippoAiraldi/casadi-nlp,,https://github.com/FilippoAiraldi/casadi-nlp,https://github.com/FilippoAiraldi/casadi-nlp,MIT,2022-11-02 20:10:28,2025-12-15 17:35:59.000,2025-12-09 01:48:02,949.0,33.0,2.0,5.0,17.0,,1.0,26.0,2025-10-16 20:32:59.000,1.6.8,78.0,Nonlinear Progamming with CasADi.,27.0,22.0,4.0,17,https://pypi.org/project/csnlp,2025-10-16 20:24:41.000,5.0,4157.0,4157.0,,,,False,mpc,2,,,
22,omg-tools,omg-tools,meco-group/omg-tools,,https://github.com/meco-group/omg-tools,https://github.com/meco-group/omg-tools,LGPL-3.0,2016-03-21 10:48:33,2024-09-12 15:29:08.000,2024-07-03 12:02:01,1759.0,,94.0,29.0,4.0,27.0,65.0,586.0,2017-12-01 14:36:31.000,0.1.3,4.0,Optimal Motion Generation-tools: motion planning made easy.,2.0,2.0,10.0,16,https://pypi.org/project/omg-tools,2017-12-01 14:36:31.000,,44.0,44.0,,,,True,robotics,2,,,
23,MadNLP,,MadNLP/MadNLP.jl,,https://github.com/MadNLP/MadNLP.jl,https://madnlp.github.io/,MIT,2020-09-16 23:07:35,2025-12-18 17:06:43.000,2025-12-18 17:06:40,596.0,39.0,20.0,10.0,412.0,35.0,83.0,234.0,2025-09-08 08:18:58.000,0.8.12,30.0,A solver for nonlinear programming with GPU support.,,,18.0,16,,,,,,,,,True,solver,3,,,
24,safe-control-gym,,utiasDSL/safe-control-gym,,https://github.com/utiasDSL/safe-control-gym,https://www.dynsyslab.org/safe-robot-learning/,MIT,2021-08-04 22:14:15,2025-11-06 19:47:30.000,2025-11-06 19:43:08,546.0,4.0,145.0,10.0,134.0,16.0,53.0,812.0,2024-10-21 14:55:01.000,1.0.0,4.0,PyBullet CartPole and Quadrotor environmentswith CasADi symbolic a priori dynamicsfor learning-based control and RL.,,,20.0,15,,,,,,,,,True,machine-learning,2,,,
25,qpOASES,,coin-or/qpOASES,conda-forge/qpoases,https://github.com/coin-or/qpOASES,https://github.com/coin-or/qpOASES,LGPL-2.1,2020-02-19 04:13:16,2025-09-17 12:28:24.000,2025-09-17 12:28:24,196.0,,144.0,14.0,15.0,81.0,59.0,505.0,,,2.0,Open-source C++ implementation of the recently proposed online active set strategy.,,,19.0,15,,,,,1755.0,https://anaconda.org/conda-forge/qpoases,2025-04-22 14:58:14.536,77229.0,True,solver,3,,,
26,SIPPY,sippy_unipi,CPCLAB-UNIPI/SIPPY,,https://github.com/CPCLAB-UNIPI/SIPPY,https://github.com/CPCLAB-UNIPI/SIPPY,LGPL-3.0,2018-04-04 13:55:24,2025-10-14 09:22:26.000,2025-10-14 09:22:23,127.0,2.0,96.0,20.0,26.0,19.0,29.0,317.0,2025-09-02 09:31:24.000,1.0.1,3.0,Systems Identification Package for PYthon.,,,12.0,15,https://pypi.org/project/sippy_unipi,2025-09-02 09:31:24.000,,407.0,407.0,,,,True,others,2,,,
27,(Geometric) Fabrics,fabrics,tud-amr/fabrics,,https://github.com/tud-amr/fabrics,https://github.com/tud-amr/fabrics,GPL-3.0,2021-06-30 09:32:19,2025-02-01 00:57:30.000,2025-02-01 00:55:36,577.0,,11.0,6.0,101.0,16.0,28.0,88.0,2025-02-01 00:55:39.000,0.10.0,17.0,Optimization fabrics for behavior design.,18.0,16.0,7.0,15,https://pypi.org/project/fabrics,2025-02-01 00:57:23.000,2.0,175.0,175.0,,,,True,others,2,,,
28,liecasadi,liecasadi,ami-iit/liecasadi,conda-forge/liecasadi,https://github.com/gbionics/liecasadi,https://github.com/gbionics/liecasadi,BSD-3-Clause,2022-01-19 14:19:15,2025-07-15 08:29:02.000,2025-07-15 08:29:02,126.0,,8.0,18.0,14.0,1.0,5.0,86.0,2025-03-11 15:55:17.000,0.0.7,7.0,"Rigid transform using Lie groups and Dual Quaternions, written in CasADi!.",10.0,10.0,4.0,15,https://pypi.org/project/liecasadi,2025-03-11 15:55:57.000,,1413.0,1603.0,https://anaconda.org/conda-forge/liecasadi,2025-04-22 14:58:43.547,5521.0,True,others,2,13.0,,gbionics/liecasadi
29,rockit,rockit-meco,meco-group/rockit,,https://github.com/meco-group/rockit,https://gitlab.kuleuven.be/meco-software/rockit,LGPL-3.0,2019-08-22 10:02:13,2025-05-08 14:22:54.000,2025-04-04 10:32:07,845.0,,11.0,14.0,2.0,6.0,3.0,57.0,2025-04-14 18:49:40.000,0.6.5,88.0,Rockit (Rapid Optimal Control kit) is a software framework to quickly prototype optimal control problems.,19.0,17.0,18.0,15,https://pypi.org/project/rockit-meco,2025-05-08 14:22:54.000,2.0,2308.0,2308.0,,,,True,casadi-devs,2,,,
30,Fatrop,,meco-group/fatrop,conda-forge/libfatrop,https://github.com/meco-group/fatrop,https://meco-group.github.io/fatrop/,LGPL-3.0,2023-07-19 12:05:33,2025-09-29 12:51:46.000,2025-09-29 12:51:22,184.0,6.0,25.0,18.0,13.0,23.0,9.0,253.0,,,2.0,"Fatrop is a nonlinear optimal control problem solver that aims to be fast, support a broad class of optimal control..",,,5.0,14,,,,,5539.0,https://anaconda.org/conda-forge/libfatrop,2025-04-22 14:59:10.489,88638.0,True,solver,3,,,
31,OpTaS,pyoptas,cmower/optas,,https://github.com/cmower/optas,https://cmower.github.io/optas/,Apache-2.0,2022-04-28 17:48:06,2025-11-01 00:14:51.000,2025-11-01 00:14:51,1039.0,2.0,18.0,2.0,94.0,9.0,54.0,137.0,2023-08-04 09:53:01.000,1.0.7,7.0,OpTaS: An optimization-based task specification library for trajectory optimization and model predictive control.,5.0,5.0,6.0,14,https://pypi.org/project/pyoptas,2023-08-04 09:53:01.000,,305.0,305.0,,,,True,mpc,2,,,
32,nosnoc,,nosnoc/nosnoc,,https://github.com/nosnoc/nosnoc,https://nosnoc.readthedocs.io/,BSD-2-Clause,2022-03-15 12:37:04,2025-12-04 08:04:37.000,2025-04-02 12:59:51,274.0,,10.0,5.0,96.0,28.0,27.0,68.0,2025-12-04 08:04:37.000,0.9.0,10.0,nosnoc is an open-source MATLAB software package for NOnSmooth Numerical Optimal Control. The Python package nosnoc_py..,,,3.0,14,,,,,,,,,True,mpc,2,,2.0,
33,Impact,impact-meco,meco-group/impact,,https://github.com/meco-group/impact,https://meco-software.pages.gitlab.kuleuven.be/impact/,LGPL-3.0,2023-09-25 07:56:34,2025-12-18 09:24:54.000,2025-12-17 16:00:45,207.0,11.0,1.0,6.0,,,,7.0,2025-09-22 08:04:08.000,0.5.0,22.0,"Impact: A Toolchain for Nonlinear Model Predictive Control Specification, Prototyping, and Deployment.",3.0,3.0,6.0,14,https://pypi.org/project/impact-meco,2025-12-11 14:05:55.000,,205.0,205.0,,,,True,casadi-devs,3,,7.0,
34,HPIPM,,giaf/hpipm,,https://github.com/giaf/hpipm,https://github.com/giaf/hpipm,,2017-05-12 08:20:10,2025-09-24 15:17:27.000,2025-09-24 15:17:15,1505.0,1.0,135.0,20.0,80.0,44.0,55.0,662.0,2020-08-13 11:22:57.000,0.1.3,4.0,High-performance interior-point-method QP and QCQP solvers.,,,27.0,13,,,,,,,,,True,solver,3,,,
35,pc-gym,pcgym,MaximilianB2/pc-gym,,https://github.com/MaximilianB2/pc-gym,https://maximilianb2.github.io/pc-gym/,MIT,2023-08-22 16:43:28,2025-11-10 17:51:38.000,2025-10-21 15:14:45,321.0,1.0,10.0,3.0,18.0,,12.0,70.0,2024-12-03 13:42:07.000,0.1.8,13.0,Reinforcement learning environments for process control applications.,5.0,5.0,7.0,13,https://pypi.org/project/pcgym,2024-12-03 13:42:07.000,,143.0,143.0,,,,True,machine-learning,3,,,
36,MPOPT,mpopt,mpopt/mpopt,,https://github.com/mpopt/mpopt,https://mpopt.readthedocs.io/,LGPL-3.0,2020-06-18 18:10:34,2024-07-04 07:14:03.000,2024-07-04 07:11:37,226.0,,20.0,5.0,35.0,5.0,,63.0,2024-07-04 07:14:03.000,1.0.2,19.0,A pseudo-spectral collocation based multi-phase Optimal control problem solver.,3.0,3.0,6.0,13,https://pypi.org/project/mpopt,2024-07-04 07:14:03.000,,259.0,259.0,,,,True,mpc,3,,,
37,matADi,matadi,adtzlr/matadi,,https://github.com/adtzlr/matadi,https://github.com/adtzlr/matadi,GPL-3.0,2021-09-20 18:53:28,2025-08-28 19:30:43.000,2025-08-28 19:29:32,487.0,,2.0,4.0,86.0,2.0,56.0,32.0,2025-08-28 19:30:43.000,0.4.0,56.0,Material Definition with Automatic Differentiation.,5.0,3.0,2.0,13,https://pypi.org/project/matadi,2025-08-28 19:30:43.000,2.0,201.0,201.0,,,,False,others,2,,,
38,jaxadi,jaxadi,based-robotics/jaxadi,,https://github.com/based-robotics/jaxadi,https://github.com/based-robotics/jaxadi,MIT,2024-09-02 14:04:27,2025-02-23 04:21:56.000,2025-02-08 08:01:39,37.0,,6.0,9.0,9.0,2.0,9.0,171.0,2025-02-08 08:14:07.000,0.4.0,4.0,Transforms your CasADi functions into batchable JAX-compatible functions. By combining the power of CasADi with the..,1.0,1.0,3.0,12,https://pypi.org/project/jaxadi,2025-02-08 08:02:39.000,,32.0,32.0,,,,True,machine-learning,3,,,
39,rbdl-orb,,ORB-HD/rbdl-orb,,https://github.com/ORB-HD/rbdl-orb,https://github.com/ORB-HD/rbdl-orb,,2019-03-26 10:51:42,2022-04-20 14:55:38.000,2022-04-20 14:55:38,1389.0,,48.0,4.0,47.0,15.0,,100.0,2021-09-30 12:53:24.000,3.1.3,2.0,RBDL - Rigid Body Dynamics Library - ORB Version - The two main differences to the original rbdl is that this version..,,,25.0,12,,,,,,,,,False,robotics,2,,,
40,urdf2casadi,,mahaarbo/urdf2casadi,,https://github.com/mahaarbo/urdf2casadi,https://github.com/mahaarbo/urdf2casadi,MIT,2018-02-20 14:36:43,2024-08-16 06:17:27.000,2023-05-31 08:28:17,179.0,,32.0,9.0,19.0,8.0,12.0,117.0,,,,Python library for getting a casadi function for the forward kinematics of a URDF chain.,8.0,8.0,10.0,11,,,,,,,,,False,robotics,3,,,
41,leap-c,,leap-c/leap-c,,https://github.com/leap-c/leap-c,https://leap-c.github.io/leap-c/,,2024-12-13 17:04:18,2025-12-15 12:12:44.000,2025-12-15 12:11:02,257.0,55.0,25.0,4.0,184.0,7.0,15.0,99.0,,,1.0,Learning Predictive Control: A framework for integrating optimal control solvers into deep learning pipelines.,,,10.0,11,,,,,,,,,True,machine-learning,3,,,
42,CAMINO,caminopy,minlp-toolbox/CAMINO,,https://github.com/minlp-toolbox/CAMINO,https://github.com/minlp-toolbox/CAMINO,GPL-3.0,2024-03-27 17:52:08,2025-12-17 12:38:07.000,2025-09-15 11:43:06,487.0,,1.0,3.0,15.0,5.0,1.0,31.0,2025-08-12 16:47:21.000,0.1.4,5.0,Python-CasADi-based package containing several algorithms for solving mixed-integer nonlinear programs (MINLPs).,1.0,1.0,5.0,11,https://pypi.org/project/caminopy,2025-08-12 16:47:21.000,,33.0,33.0,,,,False,others,3,6.0,2.0,
43,car-racing,,HybridRobotics/car-racing,,https://github.com/HybridRobotics/car-racing,https://github.com/HybridRobotics/car-racing,MIT,2021-02-04 23:32:58,2024-04-19 23:15:30.000,2024-04-19 23:15:30,78.0,,36.0,7.0,5.0,2.0,4.0,186.0,,,,A toolkit for testing control and planning algorithm for car racing.,,,3.0,10,,,,,,,,,True,others,3,,,
44,Bonmin,,coin-or/Bonmin,,https://github.com/coin-or/Bonmin,https://coin-or.github.io/Bonmin/,EPL-1.0,2014-12-28 02:03:19,2024-09-29 13:20:04.000,2024-09-29 13:20:04,1245.0,,23.0,13.0,13.0,21.0,14.0,142.0,,,,Basic Open-source Nonlinear Mixed INteger programming.,,,11.0,10,,,,,,,,,True,solver,3,,,
45,OpenAP,openap-top,junzis/openap-top,,https://github.com/junzis/openap-top,https://github.com/junzis/openap-top,LGPL-3.0,2022-04-04 09:27:21,2025-07-01 16:00:17.000,2025-07-01 15:58:57,82.0,,11.0,5.0,6.0,,7.0,36.0,2025-06-24 21:57:18.000,1.8,8.0,easy-peasy optimal flight trajectory.,4.0,4.0,3.0,10,https://pypi.org/project/openap-top,2025-06-24 21:57:43.000,,67.0,67.0,,,,False,robotics,3,,,
46,openap-top,openap-top,junzis/openap-top,,https://github.com/junzis/openap-top,https://github.com/junzis/openap-top,LGPL-3.0,2022-04-04 09:27:21,2025-07-01 16:00:17.000,2025-07-01 15:58:57,82.0,,11.0,5.0,6.0,,7.0,36.0,2025-06-24 21:57:18.000,1.8,8.0,easy-peasy optimal flight trajectory.,4.0,4.0,3.0,10,https://pypi.org/project/openap-top,2025-06-24 21:57:43.000,,67.0,67.0,,,,False,others,3,,,
47,pydecomp,pydecomp,jonarriza96/pydecomp,,https://github.com/jonarriza96/pydecomp,https://github.com/jonarriza96/pydecomp,MIT,2023-09-26 13:55:36,2024-12-16 00:16:07.000,2024-12-16 00:16:05,23.0,,4.0,1.0,,,,31.0,2024-12-16 00:13:44.000,1.0.1,3.0,A Python based implementation for fast convex decomposition of obstacle-free spaces.,4.0,4.0,1.0,10,https://pypi.org/project/pydecomp,2024-12-16 00:13:44.000,,47.0,47.0,,,,False,others,3,,,
48,spatial-casadi,spatial-casadi,cmower/spatial-casadi,,https://github.com/cmower/spatial-casadi,https://github.com/cmower/spatial-casadi,LGPL-3.0,2023-03-12 21:26:21,2024-10-24 10:52:58.000,2024-09-20 00:44:29,91.0,,2.0,2.0,2.0,1.0,1.0,17.0,2023-05-03 20:29:01.205,1.1.0,6.0,Spatial transformation library for CasADi Python.,12.0,12.0,,9,https://pypi.org/project/spatial-casadi,2023-05-03 20:29:01.205,,754.0,754.0,,,,False,others,3,,-1.0,
49,CaΣoS,,iFR-ACSO/casos,,https://github.com/iFR-ACSO/casos,https://github.com/iFR-ACSO/casos,GPL-3.0,2023-06-25 21:07:49,2025-12-15 16:48:54.000,2025-12-15 16:45:29,74.0,8.0,,2.0,65.0,17.0,39.0,16.0,2025-12-15 16:48:54.000,1.0.0,2.0,CaoS is a nonlinear sum-of-squares optimization suite based on the symbolic framework of CasADi.,,,4.0,9,,,,,,,,,False,others,3,,3.0,
